Metrix_name,uniqueID,Text_
"Identifying Chronic Obstructiv",360,"1.07 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",361,"0.90 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",362,"89.14% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",363,"95.01% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",364,"96.43% of people with schizophrenia"
"Mental health â€“ care plans",365,"98.15% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",366,"7.09% of patients reported that they could not be overheard in the reception area"
"Palliative care register",367,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",368,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",369,"92.62% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",370,"88.57% of patients reported they were satisfied with the opening hours"
Responsive,371,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",372,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",373,"31.03% of patients reported they see or speak to a GP they prefer"
"Smoking support",374,"96.82% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",375,"91.69% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",376,"97.13% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",377,"93.33 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",378,"0.26 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",379,"5.27% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",380,"84.88% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",381,"0.08 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",382,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",383,"85.23% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",384,"Performing as or better than expected for 5 out of 5 indicators"
Caring,385,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",386,"81.27% of women have attended cervical screening"
"Chronic Disease Management",387,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",388,"Low priority (Band 5)"
"Dementia review",389,"77.78% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",390,"87.65% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",391,"88.69% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",392,"91.29% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",393,"99.16% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",394,"93.23% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",395,"83.88% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",396,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",397,"61.75% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",398,"23.26 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",399,"15.94 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",400,"78.55% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",401,"55.27% of people in at-risk groups have had a flu vaccination"
"Identification of people with",402,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",403,"1.52 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",404,"0.78 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",405,"67.28% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",406,"84.64% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",407,"95.24% of people with schizophrenia"
"Mental health â€“ care plans",408,"100% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",409,"9.11% of patients reported that they could not be overheard in the reception area"
"Palliative care register",410,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",411,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",412,"71.72% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",413,"74.47% of patients reported they were satisfied with the opening hours"
Responsive,414,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",415,"Performing as or better than expected for 15 out of 17 indicators"
"Seeing preferred GP",416,"38.23% of patients reported they see or speak to a GP they prefer"
"Smoking support",417,"98.05% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",418,"68.36% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",419,"94.02% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",420,"100 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",421,"0.33 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",422,"7.48% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",423,"51.12% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",424,"0.73 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",425,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",426,"84.88% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",427,"Performing as or better than expected for 5 out of 5 indicators"
Caring,428,"Performing as or better than expected for 5 out of 6 indicators"
"Cervical cancer screening",429,"74.01% of women have attended cervical screening"
"Chronic Disease Management",430,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",431,"Low priority (Band 5)"
"Dementia review",432,"76.47% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",433,"87.25% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",434,"91.58% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
